Peak id,Mass,RT,UN_1.mzXML,UN4.mzXML,INFEC_1.mzXML,INFEC_2.mzXML,INFEC_3.mzXML,INFEC_4.mzXML,HK1.mzXML,HK2.mzXML,HK3.mzXML,HK4.mzXML,Polarity,FrAnK Annotation,PiMP Annotation,KEGG ID
988,203.1503,1321.58,185437.31,225980.06,303199.28,158334.27,414484,112941.23,260089.69,222621.14,211564.17,193653.73,positive,No Fragments,"Arg-OEt,Asymmetric dimethylarginine,NG,NG-Dimethyl-L-arginine,Symmetric dimethylarginine","C01404,C03626,HMDB01539,HMDB03334"
989,83.0604,1066.05,1917527.38,1763480.63,1781057.13,2038467.88,2005269.38,1961745.75,1904940.38,2136046,2054222.88,2084443.38,positive,Annotate in FrAnK,"2-Methylimidazole,4-Methylimidazole,Acetonitrile,Fomepizole","C07837,C19261,C19262,HMDB15344,HMDB61869"
990,164.9205,1066.86,872721.44,928784.88,819127.5,885343.75,981137.06,842328.25,893726.44,890073.06,862625.88,822776.44,positive,Annotate in FrAnK,Sodium sulfate,C13199
991,183.9651,1066.96,706439.56,621977.81,546080.56,558521.13,747610.81,539610.56,571833.06,610037.44,647038.19,603495.31,positive,No Fragments,Sodium sulfate,C13199
992,204.9131,1068.92,346911.66,390518.16,329290.53,414055.09,393978.22,368034.38,370086.22,317531.88,406088.91,351079.5,positive,No Fragments,,
993,204.913,1068.92,346911.66,390518.16,329290.53,414055.09,393978.22,368034.38,370086.22,317531.88,406088.91,351079.5,positive,No Fragments,,
994,270.8845,1067.75,172554.47,201529.53,170666.09,211663.31,222433.02,206575.44,202756.7,173366.45,213473.83,185374.52,positive,No Fragments,,
995,239.9226,1066.65,242629.7,242967.05,201910.28,256521.58,196238.72,229433.58,233138.08,217429.64,189430.98,216300.73,positive,No Fragments,,
996,239.9225,1066.86,242629.7,242967.05,201910.28,256521.58,196238.72,229433.58,233138.08,217429.64,189430.98,216300.73,positive,No Fragments,,
997,260.0011,1067.11,202265.97,182556.78,137947.75,161806.23,164810.97,160039.83,170141.58,171824.09,186617.45,151387.59,positive,No Fragments,,
998,262.8971,1062.81,186636.19,224139.23,214766.7,163851.2,204081.88,218325.22,182901.75,247091.05,210085.5,209436.7,positive,No Fragments,,
999,262.8971,1062.81,186636.19,224139.23,214766.7,163851.2,204081.88,218325.22,182901.75,247091.05,210085.5,209436.7,positive,No Fragments,,
1000,240.9565,1067.88,184811.94,188680.03,171307.17,173825.38,159774.47,182389.48,179206.97,179960.19,175689.94,170137.34,positive,No Fragments,4-Sulfobenzoate,C02236
1001,238.8886,1068.7,142053.17,133296.48,143274.09,135390.64,104863.43,128870.01,146598.64,127138.59,109209.55,117627.36,positive,No Fragments,,
1002,205.9472,1066.94,92640.6,103768.55,89283.38,118333.31,134118.64,106508.86,118757.99,115701.93,128197.7,104492.19,positive,No Fragments,Sodium sulfate,C13199
1003,205.9472,1067.38,92640.6,103768.55,89283.38,118333.31,134118.64,106508.86,118757.99,115701.93,128197.7,104492.19,positive,No Fragments,Sodium sulfate,C13199
1004,224.9916,1067.21,101448.27,97515.73,83283.57,90263.8,111302.03,81637.43,85134.48,89989.09,105423.87,87236.97,positive,No Fragments,,
1005,224.9916,1067.28,101448.27,97515.73,83283.57,75618.58,111302.03,42498.08,85134.48,89989.09,105423.87,76839.43,positive,No Fragments,,
1006,158.9125,1066.58,73813.72,67616.34,77506.98,58845.84,88886.21,54538.07,57731.46,71865.29,73687.18,62827.22,positive,No Fragments,,
1007,281.9829,1068.03,86330.94,63505.56,62577.57,67385.8,65903.3,61807.36,76903.43,80499.04,73049.44,81741.66,positive,No Fragments,,
1008,180.8944,1066.71,78282.14,73838.31,78898.63,81497.48,92444.2,67247.45,76990.54,71269.3,87558.61,89480.07,positive,No Fragments,Sodium sulfate,C13199
1009,180.8944,1066.77,78282.14,73838.31,78898.63,81497.48,92444.2,67247.45,76990.54,71269.3,87558.61,89480.07,positive,No Fragments,Sodium sulfate,C13199
1010,297.9066,1071.38,47155.45,49952.7,45979.82,39216.28,45182.96,55343.57,46828.02,52244.81,38539.87,38919.79,positive,No Fragments,,
1011,200.1282,265.68,294601.13,383582.38,238349.59,228557.81,284779.59,303684.78,202203.42,161630.73,192135.72,248568.03,positive,No Fragments,"1-Methyl-2-oxopropyl butyrate,2-Methylpropyl 3-oxobutanoate,2-keto-n-caprylic acid,2-n-Propyl-4-oxopentanoic acid,3-Methylbutyl 2-oxopropanoate,3-Oxooctanoic acid,3-Oxovalproic acid,3-keto-n-caprylic acid,4-keto-n-caprylic acid,5-Butyl-1,4-dioxan-2-one,5-Keto-n-caprylic acid,6-Butyl-1,4-dioxan-2-one,6-Ethyl-1-methyl-2,7,8-trioxabicyclo[3.2.1]octane,6-keto-n-caprylic acid,7-keto-n-caprylic acid,Alpha-Ketooctanoic acid,Butyl acetoacetate,Ecgonine methyl ester,Ethyl 3-oxohexanoate,Isobutyric Acid Anhydride,N-Methylnicotinium,Neotussilagine,Propyl levulinate,Tetrahydrofurfuryl propionate,Tussilagine,cis-4-Hydroxycyclohexylacetic acid,trans-4-Hydroxycyclohexylacetic acid","C02975,C10411,C12448,C16652,C16655,HMDB00451,HMDB00909,HMDB01009,HMDB06406,HMDB10721,HMDB13211,HMDB30303,HMDB31177,HMDB31307,HMDB31820,HMDB36230,HMDB36395,HMDB38305,HMDB40447,HMDB41616,HMDB59938,HMDB59939,HMDB60683,HMDB60685,HMDB62788,LMFA01060016,LMFA01060017,LMFA01060018,LMFA01060019,LMFA01060020,LMFA01060021"
1012,83.0604,1111.24,1886587.63,1940991.5,1836538.75,1961960.63,1834924.88,1926561.38,1724878.75,2144147.75,1948339.75,1966680.5,positive,Annotate in FrAnK,"2-Methylimidazole,4-Methylimidazole,Acetonitrile,Fomepizole","C07837,C19261,C19262,HMDB15344,HMDB61869"
1013,440.4096,227.13,758767.5,690252.63,766064.06,826394.38,585846.44,434366.69,1441642.5,596107.88,915040,905302.75,positive,No Fragments,"15-hydroxy-pentacosanoic acid,2-Hydroxy-22-methyltetracosanoic acid,Pentacosanoylglycine","HMDB13297,HMDB40909,LMFA01050217"
1014,104.107,354.01,1078174.5,1317606.38,1615205.5,1557811,1486316.88,987501.19,2348659.75,1386236.25,1348335.88,1247318.75,positive,No Fragments,Neurine,HMDB31259
1015,112.0506,671.42,86219.02,85776.01,354625.25,403247.34,375981.28,337100.72,154797,162772.88,244258.66,191252.97,positive,No Fragments,Cytosine,"C00380,HMDB00630"
1016,139.123,3.81,28145.91,23912.97,2179129.75,36496.28,41502.89,21099.65,37100.94,38149.58,32624.32,43657.74,positive,No Fragments,,
1017,255.1589,239.9,647179.81,333642.75,323167.81,255773.17,389679.66,250026.81,264075.41,316497.78,394958.47,302247.81,positive,No Fragments,Heptanoylcholine,HMDB13239
1018,168.0689,419.23,1042381.13,1195310.75,993984.63,1085632.38,1027656.94,858897.44,1017406.19,988981.25,1204718.13,802204.13,positive,Annotate in FrAnK,,
1019,246.2426,427.04,111505.37,102095.59,91249.84,86405.55,85198.01,99673.77,85426.17,79109.63,95937.45,100126.89,positive,Annotate in FrAnK,,
1020,335.1302,422.25,90133.27,108541.22,90778.66,80409.45,92685.89,98929,69277.81,99688.97,100856.61,77587.43,positive,No Fragments,Olanzapine,"C07322,HMDB05012"
1021,181.9494,419.14,14388,NA,14606.16,23102.54,14675.85,17330.35,23131.39,11605.67,11813.42,16662.39,positive,No Fragments,,
1022,290.2687,423.54,55135.11,74505.14,69377.17,64511.27,66882.17,64224.37,72698.45,91789.3,79997.13,69938.23,positive,No Fragments,,
1023,221.9419,412.29,10667.49,NA,13369.61,10196.58,11821.4,12943.64,11758.63,NA,11332.71,NA,positive,No Fragments,,
1024,287.9134,408.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,No Fragments,,
1025,414.2847,242.18,943196.81,1191972.5,1140356.25,834903.63,785467.69,920711.38,1125231.88,1424792.38,1050101.5,1057330,positive,No Fragments,"13,14-dihydro-19R-hydroxyPGE1,19R-hydroxy-PGF1alpha,8,8a-Deoxyoleandolide,TXB1","C11989,LMFA03010038,LMFA03010165,LMFA03030008,LMPK04000030"
1026,345.1847,264.23,674100.19,1401332.25,1016885.69,1096936.13,547416.63,607730.56,1095472.13,1056562,1013080.06,1150178.25,positive,Annotate in FrAnK,"6,9,12,15,18,21-Tetracosahexaynoic acid,alpha,alpha'-Diethyl-4,4'-bis(2-propynyloxy)stilbene,alpha,alpha'-diethyl-4,4'-bis(2-propynyloxy)stilbene","C15066,LMFA01030746,LMPK13090025"
1027,184.0734,927.79,531971.69,499006.47,1225297.63,1497822.25,952080.19,2267718,358244.06,486191.75,414994.09,793245.31,positive,No Fragments,"(R)-Boschniakine,1-(2,3-Dihydro-1H-pyrrolizin-5-yl)-2-propen-1-one,2,3-Dihydrobenzofuran,2-Methylbenzaldehyde,2-amino-heptanoic acid,2R-aminoheptanoic acid,2S-aminoheptanoic acid,3,4-Dihydro-4-[(5-methyl-2-furanyl)methylene]-2H-pyrrole,3-Dehydroxycarnitine,3-Methylbenzaldehyde,3-[(5-Methyl-2-furanyl)methyl]-1H-pyrrole,4-Hydroxystyrene,4-Methylbenzaldehyde,Acetophenone,Boschniakine,Choline phosphate,Indole-3-ethanol,Lentialexin,Phenylacetaldehyde,Styrene Oxide,Styrene oxide,Tryptophanol,p-Tolualdehyde","C00601,C00955,C02083,C05627,C06758,C07113,C07209,C07214,C09915,HMDB03447,HMDB04072,HMDB06236,HMDB06831,HMDB13815,HMDB29636,HMDB29637,HMDB29638,HMDB30267,HMDB33910,HMDB38997,HMDB40028,HMDB40042,HMDB40048,HMDB62765,LMFA01100013,LMFA01100014,LMFA01100015,Std2_1_20170612_135749_34"
1028,102.055,882.82,528576.38,401985.72,479917.91,333829.84,855243.88,397339.75,518580.56,459238.72,495286.31,498122.88,positive,No Fragments,"(S)-2-Azetidinecarboxylic acid,1-Aminocyclopropane-1-carboxylate,1-Aminocyclopropanecarboxylic acid,2-Aminobut-2-enoate,3-Oxobutanamide,Acetate,Acetic acid,Diacetylmonoxime,Glycolaldehyde,Homoserine lactone,L-3-Aminodihydro-2(3H)-furanone,L-Azetidine 2-carboxylic acid,L-Homoserine lactone,N-Methylolacrylamide","C00033,C00266,C01234,C02926,C07509,C08267,C11106,C17234,C19456,C19777,HMDB00042,HMDB03344,HMDB29387,HMDB29615,HMDB36458,LMFA01010002"
1029,234.077,438.19,1065179.63,1350535.63,1375310.63,1330094,1311024.25,1430190.13,1551400.13,1298642.25,1476883.5,1324910,positive,No Fragments,,
1030,156.0768,1090.42,1918880.25,1716527.88,1651018.5,1289029.75,2254632.25,992891.81,1829529.13,1650194.88,1664276.63,1608551.25,positive,L-Histidine (C6H9N3O2) Prob = 97.7100000000,"2,5-Dioxopiperazine,3-(Pyrazol-1-yl)-L-alanine,3-Cyano-L-alanine,5,6-Dihydrouracil,D-Histidine,Dihydrouracil,Histidine,L-2-Amino-3-(1-pyrazolyl)propanoic acid,L-3-Cyanoalanine,L-Histidine,Muscimol,N-Methylhydantoin","C00135,C00429,C00768,C01162,C02512,C02565,C02777,C06419,C08311,HMDB00076,HMDB00177,HMDB03646,HMDB34267,HMDB60245"
1031,253.216,238.09,175689.41,195421,213972.92,229701.83,148667.38,146845.84,200801.17,252096.97,218160,187797.97,positive,No Fragments,"(E)-3,7-Dimethyl-2,6-octadienyl hexanoate,(Z)-3,7-Dimethyl-2,6-octadienyl hexanoate,(Z)-3-Decenyl (E)-2-hexenoate,(Z)-3-Decenyl (E)-3-hexenoate,(Z)-3-Dodecenyl (E)-2-butenoate,(Z)-7-Hexadecen-1,16-olide,10-hexadecynoic acid,10E,12E-Tetradecadienyl acetate,10E,12Z-Tetradecadienyl acetate,10Z,12E-Tetradecadienyl acetate,10Z,12E-hexadecadienoic acid,10Z,12Z-Tetradecadienyl acetate,11-Methyl-9Z,12-tridecadienyl acetate,11E,13-Tetradecadienyl acetate,11Z,13-Tetradecadienyl acetate,2-hexadecynoic acid,2E,4E-hexadecadienoic acid,2E,4Z-hexadecadienoic acid,3-oxo-9Z-Hexadecenal,3E,5E-Tetradecadienyl acetate,3E,5Z-Tetradecadienyl acetate,3E,7Z-Tetradecadienyl acetate,3E,8Z-Tetradecadienyl acetate,3Z,5E-Tetradecadienyl acetate,3Z,9Z-hexadecadienoic acid,4-hexadecynoic acid,4E,10Z-Tetradecadienyl acetate,4E,9Z-Tetradecadienyl acetate,5Z,9Z-hexadecadienoic acid,6,9-hexadecadienoic acid,6Z,9Z-hexadecadienoic acid,7,10-hexadecadienoic acid,7-hexadecynoic acid,7Z,10Z-Hexadecadienoic acid,7Z,10Z-hexadecadienoic acid,8E,10E-Tetradecadienyl acetate,8E,10Z-Tetradecadienyl acetate,8Z,10E-Tetradecadienyl acetate,8Z,10Z-hexadecadienoic acid,9,12-hexadecadienoic acid,9E,11-Tetradecadienyl acetate,9E,11Z-Tetradecadienyl acetate,9E,12E-Tetradecadienyl acetate,9Z,11E-Tetradecadienyl acetate,9Z,11Z-Tetradecadienyl acetate,9Z,12E-Tetradecadienyl acetate,9Z,12Z-Tetradecadienyl acetate,D6-Ambrettolide,Ethyl (Z,Z)-5,8-tetradecadienoate,Geranyl 2-ethylbutyrate,Geranyl hexanoate,Hydnocarpic acid,Isoambrettolide,Linalyl hexanoate,Palmitolinoleic acid","C16795,HMDB00477,HMDB29351,HMDB30429,HMDB31086,HMDB32340,HMDB37805,HMDB38255,HMDB39131,LMFA01030109,LMFA01030268,LMFA01030269,LMFA01030270,LMFA01030271,LMFA01030272,LMFA01030273,LMFA01030274,LMFA01030275,LMFA01030494,LMFA01030495,LMFA01030496,LMFA01030497,LMFA01030806,LMFA01030807,LMFA01030814,LMFA01140023,LMFA06000215,LMFA07010280,LMFA07010284,LMFA07010292,LMFA07010294,LMFA07010295,LMFA07010296,LMFA07010297,LMFA07010298,LMFA07010299,LMFA07010300,LMFA07010301,LMFA07010302,LMFA07010303,LMFA07010304,LMFA07010305,LMFA07010308,LMFA07010317,LMFA07010318,LMFA07010319,LMFA07010321,LMFA07010322,LMFA07010323,LMFA07010324,LMFA07010325,LMFA07010530,LMFA07010531,LMFA07010533,LMFA07010618,LMFA07010627"
1032,235.1539,243.01,1356540.88,2200552,1912486,871434.5,1823870.63,1220941.13,1415641.13,1514324.38,2152362.75,1356184.25,positive,No Fragments,,
1033,198.0972,883.66,564077.94,470230.38,424651.09,290149.19,563645.94,303530.69,481133.22,463565.59,498810.44,495611.34,positive,No Fragments,,
1034,152.0706,454.21,600704.38,542879.94,455739.34,576265.13,708226.88,334127.72,458018.34,467305.88,669443.63,478692.69,positive,No Fragments,"(E)-4-Hydroxyphenylacetaldehyde-oxime,(E,E)-2,4-Hexadienedial,(R)-Mandelamide,(Z)-4-Hydroxyphenylacetaldehyde oxime,1,3-Benzenediol,2'-Hydroxyacetanilide,2-(Methylamino)benzoic acid,2-Acetylfuran,2-Amino-3-methylbenzoate,2-Descarboxy-cyclo-dopa,2-Phenylglycine,3alpha,4,7,7alpha-Tetrahydro-1H-isoindole-1,3(2H)-dione,5-Methyl-2-furaldehyde,5-Methyl-2-furancarboxaldehyde,Acetaminophen,Benzenediol,Catechol,Dopamine quinone,Ethyl nicotinate,Hydroquinone,L-Phenylglycine,Leukoaminochrome,Methyl 2-aminobenzoate,Muconic dialdehyde,N-(Acetyloxy)benzenamine,N-Methyl-4-aminobenzoate,N-Methylanthranilate,O-Methyl anthranilate,Pyrocatechol,Resorcinol","C00090,C00530,C01751,C01785,C02709,C03005,C03522,C04350,C04353,C06804,C07301,C11115,C15571,C16571,C17755,C17756,C18623,C20634,HMDB00957,HMDB01859,HMDB02210,HMDB02434,HMDB12219,HMDB12992,HMDB29703,HMDB31180,HMDB32037,HMDB32609,HMDB33002,HMDB33127,HMDB33903,HMDB59846,HMDB60680,HMDB61919,LMFA06000011,Std1_1_20170612_135637_12"
1035,220.1179,444.12,353988.97,265865.53,251558.41,256900.28,464492.31,220288.78,268192.16,237860.19,238252.73,208855.27,positive,No Fragments,"(R)-pantothenic Acid,2-O-Methyl-L-fucose,D-Thevetose,Digitalose,Pantothenate,Pantothenic acid","C00864,C08235,C16287,HMDB00210,HMDB33789,HMDB62717"
1036,134.0812,464.27,209502.8,527875.63,364003.34,444528.13,469756.91,471226.75,308981.81,372179.59,461530.97,285676.69,positive,Annotate in FrAnK,"1,4-Dideoxy-1,4-imino-D-ribitol,Glycerol,L-2-Amino-5-hydroxypentanoic acid,N-Hydroxy-L-valine,N-Lactoyl ethanolamine","C00116,C20313,HMDB00131,HMDB31658,HMDB32356,HMDB39499"
1037,250.0508,1928.38,1400690.88,1411955.88,1514629.88,1506656,1513598.88,1413687.88,1380646.75,1665617.88,1389107,1486083.13,positive,Annotate in FrAnK,,
1038,325.1774,1926.68,99204.93,83696.87,122594.04,69487.79,105965.19,115026.85,78976.49,115492.8,85288.42,98091,positive,No Fragments,"(+)-cis-(R)-allethrin,(+)-cis-(S)-allethrin,(+)-cis-allethrin,(+)-trans-(R)-allethrin,(+)-trans-(S)-allethrin,(+)-trans-allethrin,(-)-cis-(R)-allethrin,(-)-cis-(S)-allethrin,(-)-cis-allethrin,(-)-trans-(R)-allethrin,(-)-trans-(S)-allethrin,(-)-trans-allethrin,(2Z,8S,9Z)-2,9-Heptadecadiene-8-hydroxy-4,6-diyne-1-yl acetate,10-hydroxy-16-oxo-hexadecanoic acid,11-Keto-testosterone,11alpha,17beta-Dihydroxy-1,4-androstadien-3-one,11b-Hydroxyandrost-4-ene-3,17-dione,11beta-Hydroxyandrost-4-ene-3,17-dione,11beta-hydroxyandrost-4-ene-3,17-dione,16-Hydroxy-10-oxohexadecanoic acid,16a-Hydroxyandrost-4-ene-3,17-dione,16alpha-Hydroxyandrost-4-ene-3,17-dione,16alpha-hydroxyandrost-4-ene-3,17-dione,19-Hydroxyandrost-4-ene-3,17-dione,19-Oxotestosterone,19-hydroxyandrost-4-ene-3,17-dione,2,2,4-Trimethyl-1,3-pentadienol diisobutyrate,2,3-Dihydroxycyclopentaneundecanoic acid,2-(3,7-Dimethyl-2,6-octadienyl)-4-hydroxy-6-methoxyacetophenone,2-Hexyl-5-[2-(4-hydroxy-3-methoxyphenyl)ethyl]furan,2-Hydroxyestradiol-3-methyl ether,2-Methoxy-17beta-estradiol,2-Methoxyestradiol,2-Methoxyestradiol-17beta,3-Methoxyestriol,3-oxo-13,17-secoandrost-4-ene-17,13alpha-lactone,4-Methoxy-17beta-estradiol,5alpha-Androstane-3,11,17-trione,6beta,19-Epoxy-17beta-hydroxyandrost-4-en-3-one,7a-Hydroxyandrost-4-ene-3,17-dione,7alpha,17beta-Dihydroxyandrosta-1,4-dien-3-one,7alpha-Hydroxyandrost-4-ene-3,17-dione,7alpha-hydroxyandrost-4-ene-3,17-dione,9-hydroxy-16-oxo-hexadecanoic acid,Acetylpanaxydol,Bioallethrin,Carlactone,Epimestrol,Falcarindiol 3-acetate,Ginsenoyne H,Hexadecanedioate,Hexadecanedioic acid,Testololactone,Yucalexin B'11,[8]-Dehydroshogaol","C04676,C05140,C05284,C05290,C05295,C05296,C05302,C14256,C14269,C14337,C14593,C14907,C14987,C15072,C15103,C15216,C19615,C20693,HMDB00380,HMDB00405,HMDB00672,HMDB03955,HMDB03959,HMDB06771,HMDB06773,HMDB06774,HMDB12782,HMDB31038,HMDB33125,HMDB34028,HMDB34167,HMDB36696,HMDB39568,HMDB40927,HMDB41204,HMDB41287,HMDB59777,LMFA01170022,LMFA01170059,LMFA01170060,LMPR0102060006,LMPR0102060007,LMPR0102060008,LMPR0102060009,LMPR0102060010,LMPR0102060011,LMPR0102060012,LMPR0102060013,LMPR0102060014,LMPR0102060015,LMPR0102060016,LMPR0102060017,LMST02010035,LMST02010051,LMST02020061,LMST02020065,LMST02020066,LMST02020067,LMST02020071"
1039,325.1774,1923.27,99204.93,83696.87,122594.04,67310.54,105965.19,115026.85,71495.88,115492.8,85288.42,98091,positive,No Fragments,"(+)-cis-(R)-allethrin,(+)-cis-(S)-allethrin,(+)-cis-allethrin,(+)-trans-(R)-allethrin,(+)-trans-(S)-allethrin,(+)-trans-allethrin,(-)-cis-(R)-allethrin,(-)-cis-(S)-allethrin,(-)-cis-allethrin,(-)-trans-(R)-allethrin,(-)-trans-(S)-allethrin,(-)-trans-allethrin,(2Z,8S,9Z)-2,9-Heptadecadiene-8-hydroxy-4,6-diyne-1-yl acetate,10-hydroxy-16-oxo-hexadecanoic acid,11-Keto-testosterone,11alpha,17beta-Dihydroxy-1,4-androstadien-3-one,11b-Hydroxyandrost-4-ene-3,17-dione,11beta-Hydroxyandrost-4-ene-3,17-dione,11beta-hydroxyandrost-4-ene-3,17-dione,16-Hydroxy-10-oxohexadecanoic acid,16a-Hydroxyandrost-4-ene-3,17-dione,16alpha-Hydroxyandrost-4-ene-3,17-dione,16alpha-hydroxyandrost-4-ene-3,17-dione,19-Hydroxyandrost-4-ene-3,17-dione,19-Oxotestosterone,19-hydroxyandrost-4-ene-3,17-dione,2,2,4-Trimethyl-1,3-pentadienol diisobutyrate,2,3-Dihydroxycyclopentaneundecanoic acid,2-(3,7-Dimethyl-2,6-octadienyl)-4-hydroxy-6-methoxyacetophenone,2-Hexyl-5-[2-(4-hydroxy-3-methoxyphenyl)ethyl]furan,2-Hydroxyestradiol-3-methyl ether,2-Methoxy-17beta-estradiol,2-Methoxyestradiol,2-Methoxyestradiol-17beta,3-Methoxyestriol,3-oxo-13,17-secoandrost-4-ene-17,13alpha-lactone,4-Methoxy-17beta-estradiol,5alpha-Androstane-3,11,17-trione,6beta,19-Epoxy-17beta-hydroxyandrost-4-en-3-one,7a-Hydroxyandrost-4-ene-3,17-dione,7alpha,17beta-Dihydroxyandrosta-1,4-dien-3-one,7alpha-Hydroxyandrost-4-ene-3,17-dione,7alpha-hydroxyandrost-4-ene-3,17-dione,9-hydroxy-16-oxo-hexadecanoic acid,Acetylpanaxydol,Bioallethrin,Carlactone,Epimestrol,Falcarindiol 3-acetate,Ginsenoyne H,Hexadecanedioate,Hexadecanedioic acid,Testololactone,Yucalexin B'11,[8]-Dehydroshogaol","C04676,C05140,C05284,C05290,C05295,C05296,C05302,C14256,C14269,C14337,C14593,C14907,C14987,C15072,C15103,C15216,C19615,C20693,HMDB00380,HMDB00405,HMDB00672,HMDB03955,HMDB03959,HMDB06771,HMDB06773,HMDB06774,HMDB12782,HMDB31038,HMDB33125,HMDB34028,HMDB34167,HMDB36696,HMDB39568,HMDB40927,HMDB41204,HMDB41287,HMDB59777,LMFA01170022,LMFA01170059,LMFA01170060,LMPR0102060006,LMPR0102060007,LMPR0102060008,LMPR0102060009,LMPR0102060010,LMPR0102060011,LMPR0102060012,LMPR0102060013,LMPR0102060014,LMPR0102060015,LMPR0102060016,LMPR0102060017,LMST02010035,LMST02010051,LMST02020061,LMST02020065,LMST02020066,LMST02020067,LMST02020071"
1040,252.0486,1928.01,117631.05,123297.69,135861.86,110083.22,122048.84,115284.51,108434.29,128612.58,107935.43,120924.58,positive,No Fragments,"(E)-2-(Methoxycarbonylmethyl)butenedioate,(E)-3-(Methoxycarbonyl)pent-2-enedioate,(Z)-But-1-ene-1,2,4-tricarboxylate,(Z)-But-2-ene-1,2,3-tricarboxylate,2-Methyl-3-(propyldithio)furan,4,5-seco-Dopa,4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde,5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde,5-(L-alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde,Furfuryl propyl disulfide,cis-2-Methylaconitate,trans-Homoaconitate","C04002,C04225,C04796,C04797,C11514,C11515,C16579,C17758,HMDB06357,HMDB32289,HMDB37157,HMDB60320,LMFA01170073"
1041,277.0947,1928.55,103174.75,82107.19,111921.18,84383.97,103077.93,89998.87,95214.54,120548.2,92365.31,103314.66,positive,No Fragments,"(R)-MHD,(S)-MHD,10-Hydroxycarbazepine,Benzyl nicotinate,Fenamic acid,Nepafenac,Salicylanilide,Secobarbital","C07493,C12865,C13697,C18915,HMDB14562,HMDB15678,HMDB60676,HMDB60701,HMDB60702"
