reaction_id	reaction_name	protein_coverage	compound_coverage	all_coverage	protein	observed_protein_count	all_protein_count	compound	observed_compound_count	all_compound_count	pathway_ids	pathway_names
R-MMU-71401	alpha-ketoglutarate + CoASH + NAD+ => succinyl-CoA + CO2 + NADH + H+	1.00	0.11	0.33	Q9D2G2 (ENSMUSG00000004789):O08749 (ENSMUSG00000020664):Q60597 (ENSMUSG00000020456)	3	3	C00026	1	9	R-MMU-71403	Citric acid cycle (TCA cycle)
R-MMU-1855198	5-PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol	0.50	0.11	0.23	Q8R2U6 (ENSMUSG00000020029):Q9JI46 (ENSMUSG00000024213)	2	4	C00009	1	9	R-MMU-1855167	Synthesis of pyrophosphates in the cytosol
R-MMU-70467	D-fructose 6-phosphate + ATP => D-fructose 1,6-bisphosphate + ADP	0.20	0.11	0.17	Q9WUA3 (ENSMUSG00000021196):P12382 (ENSMUSG00000020277):P47857 (ENSMUSG00000033065)	3	15	C00020	1	9	R-MMU-70171	Glycolysis
R-MMU-70501	Pyruvate + CO2 + ATP => ADP + Orthophosphate + Oxaloacetate	0.00	0.11	0.09		0	2	C00009	1	9	R-MMU-70263	Gluconeogenesis
R-MMU-6788798	AK4 phosphorylates (d)NMPs to (d)NDPs	1.00	0.10	0.18	Q9WUR9 (ENSMUSG00000028527)	1	1	C00020	1	10	R-MMU-499943	Interconversion of nucleotide di- and triphosphates
R-MMU-1855165	(PP)2-IP4 is dephosphorylated to 5-PP-IP5 by NUDT(1) in the cytosol	0.50	0.10	0.21	Q8R2U6 (ENSMUSG00000020029):Q9JI46 (ENSMUSG00000024213)	2	4	C00009	1	10	R-MMU-1855167	Synthesis of pyrophosphates in the cytosol
R-MMU-110138	AK5,7,8,9 phosphorylates (d)NMPs to (d)NDPs	0.50	0.10	0.21	Q920P5 (ENSMUSG00000039058):Q32M07 (ENSMUSG00000026807)	2	4	C00020	1	10	R-MMU-499943	Interconversion of nucleotide di- and triphosphates
R-MMU-2023971	1/3 PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol	0.50	0.10	0.21	Q8R2U6 (ENSMUSG00000020029):Q9JI46 (ENSMUSG00000024213)	2	4	C00009	1	10	R-MMU-1855167	Synthesis of pyrophosphates in the cytosol
R-MMU-110137	(d)ADP or (d)CDP + ADP <=> (d)AMP or (d)CMP + ATP	0.50	0.10	0.21	Q920P5 (ENSMUSG00000039058):Q32M07 (ENSMUSG00000026807)	2	4	C00020	1	10	R-MMU-499943	Interconversion of nucleotide di- and triphosphates
R-MMU-74248	(d)GMP or (d)IMP + H2O => (2'-deoxy)guanosine or (2'-deoxy)inosine + orthophosphate (NT5C2)	1.00	0.09	0.17	Q3V1L4 (ENSMUSG00000025041)	1	1	C00009	1	11	R-MMU-74259	Purine catabolism
R-MMU-109470	(d)GMP or (d)IMP + H2O => (d)G or (d)I + orthophosphate (NT5C)	1.00	0.09	0.17	Q9JM14 (ENSMUSG00000020736)	1	1	C00009	1	11	R-MMU-74259	Purine catabolism
R-MMU-2023973	(PP)2-IP4 is dephosphorylated to 1/3-PP-IP5 by NUDT(1) in the cytosol	0.50	0.09	0.20	Q8R2U6 (ENSMUSG00000020029):Q9JI46 (ENSMUSG00000024213)	2	4	C00009	1	11	R-MMU-1855167	Synthesis of pyrophosphates in the cytosol
R-MMU-204169	PDP dephosphorylates p-lipo-PDH	0.42	0.09	0.30	O08749 (ENSMUSG00000020664):Q504M2 (ENSMUSG00000048371):Q8BMF4 (ENSMUSG00000000168):P35486 (ENSMUSG00000031299):Q8BKZ9 (ENSMUSG00000010914):Q9D051 (ENSMUSG00000021748):Q7TSQ8 (ENSMUSG00000033624):Q3UV70 (ENSMUSG00000049225)	8	19	C00009	1	11	R-MMU-204174	Regulation of pyruvate dehydrogenase (PDH) complex
R-MMU-193362	ABCB11 transports bile salts from cytosol to extracellular region	1.00	0.08	0.15	Q9QY30 (ENSMUSG00000027048)	1	1	C00009	1	12	R-MMU-159418:R-MMU-193368	Recycling of bile acids and salts:Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol
R-MMU-8851396	NTPDase6 hydrolyzes nucleoside diphosphates	1.00	0.08	0.15	Q3U0P5 (ENSMUSG00000033068)	1	1	C00009	1	12	R-MMU-8850843	Phosphate bond hydrolysis by NTPDase proteins
R-MMU-202127	eNOS synthesizes NO	1.00	0.07	0.24	P31750 (ENSMUSG00000001729):P07901 (ENSMUSG00000021270):P70313 (ENSMUSG00000028978)	3	3	C00327	1	14	R-MMU-203615	eNOS activation
R-MMU-8851089	NTPDase2 hydrolyzes nucleoside triphosphates	1.00	0.07	0.13	O55026 (ENSMUSG00000015085)	1	1	C00009	1	14	R-MMU-8850843	Phosphate bond hydrolysis by NTPDase proteins
R-MMU-1362408	FXN:NFS1:ISD11:ISCU assembles 2Fe-2S iron-sulfur cluster	0.28	0.07	0.19	O35943 (ENSMUSG00000059363):Q9Z1J3 (ENSMUSG00000027618):Q9D7P6 (ENSMUSG00000025825):Q8K215 (ENSMUSG00000046573):P46656 (ENSMUSG00000032051)	5	18	C00041	1	14	R-MMU-1362409	Mitochondrial iron-sulfur cluster biogenesis
R-MMU-194153	Transport (efflux) of bile salts by ABCC3 (MRP3)	0.00	0.07	0.05		0	6	C00009	1	15	R-MMU-159418	Recycling of bile acids and salts
R-MMU-1483174	PE is methylated to PC by PEMT	1.00	0.00	0.20	Q61907 (ENSMUSG00000000301)	1	1		0	4	R-MMU-1483191	Synthesis of PC
R-MMU-77319	Butanoyl-CoA+FAD<=>Crotonoyl-CoA+FADH2	1.00	0.00	0.20	Q07417 (ENSMUSG00000029545)	1	1		0	4	R-MMU-77352	Beta oxidation of butanoyl-CoA to acetyl-CoA
R-MMU-70906	4-imidazolone-5-propionate + H2O => N-formiminoglutamate + 2H+	1.00	0.00	0.20	Q9DBA8 (ENSMUSG00000015890)	1	1		0	4	R-MMU-70921	Histidine catabolism
R-MMU-71660	2-Phospho-D-glycerate <=> Phosphoenolpyruvate + H2O	1.00	0.00	0.33	P17183 (ENSMUSG00000004267):P17182 (ENSMUSG00000059040:ENSMUSG00000063524):P21550 (ENSMUSG00000060600)	3	3		0	6	R-MMU-70171	Glycolysis
R-MMU-5690517	PPT1 hydrolyses palmitoylated proteins	1.00	0.00	0.17	O88531 (ENSMUSG00000028657)	1	1		0	5	R-MMU-75105	Fatty acyl-CoA biosynthesis
R-MMU-2162066	carbovir + IMP => carbovir monophosphate + inosine	1.00	0.00	0.17	Q3V1L4 (ENSMUSG00000025041)	1	1		0	5	R-MMU-2161541	Abacavir metabolism
R-MMU-5340320	GLTP transports GSL from plasma membrane to ER membrane	1.00	0.00	0.33	Q9JL62 (ENSMUSG00000011884)	1	1		0	2	R-MMU-1660662	Glycosphingolipid metabolism
R-MMU-196840	3xPPCDC:3FMN decarboxylates PPC	1.00	0.00	0.20	Q8BZB2 (ENSMUSG00000063849)	1	1		0	4	R-MMU-196783	Coenzyme A biosynthesis
R-MMU-964962	2xPDKX:2xZn2+ phosphorylates PDX	1.00	0.00	0.17	Q8K183 (ENSMUSG00000032788)	1	1		0	5	R-MMU-964975	Vitamins B6 activation to pyridoxal phosphate
R-MMU-170026	Protons are translocated from the intermembrane space to the matrix	1.00	0.00	0.42	P56501 (ENSMUSG00000032942):Q9Z2B2 (ENSMUSG00000031105):P70406 (ENSMUSG00000033685):Q9D6D0 (ENSMUSG00000023912):P12242 (ENSMUSG00000031710)	5	5		0	7	R-MMU-167827	The proton buffering model
R-MMU-77303	(S)-3-Hydroxyhexadecanoyl-CoA+NAD<=>3-Oxopalmitoyl-CoA+NADH+H	1.00	0.00	0.29	Q8BMS1 (ENSMUSG00000025745):Q99JY0 (ENSMUSG00000059447)	2	2		0	5	R-MMU-77305	Beta oxidation of palmitoyl-CoA to myristoyl-CoA
R-MMU-73797	FAICAR => IMP + H2O	1.00	0.00	0.25	Q9CWJ9 (ENSMUSG00000026192)	1	1		0	3	R-MMU-73817	Purine ribonucleoside monophosphate biosynthesis
R-MMU-5696091	ALDH1B1 tetramer oxidises CH3CHO to CH3COOH	1.00	0.00	0.14	Q9CZS1 (ENSMUSG00000035561)	1	1		0	6	R-MMU-71384	Ethanol oxidation
R-MMU-8959719	SHPK phosphorylates Sedo to Sedo7P	1.00	0.00	0.17	Q9D5J6 (ENSMUSG00000005951)	1	1		0	5	R-MMU-71336	Pentose phosphate pathway (hexose monophosphate shunt)
R-MMU-189439	ALAD condenses 2 dALAs to form PBG	1.00	0.00	0.20	P10518 (ENSMUSG00000028393)	1	1		0	4	R-MMU-189451	Heme biosynthesis
R-MMU-2160874	Hyaluronidase 1 (HYAL1) hydrolyses HA from 20kDa to 800Da fragments	1.00	0.00	1.00	Q91ZJ9 (ENSMUSG00000010051)	1	1		0	0	R-MMU-2160916	Hyaluronan uptake and degradation
R-MMU-2046097	Desaturation of tetracosatetraenoyl-CoA to tetracosapentaenoyl-CoA	1.00	0.00	0.14	Q9Z0R9 (ENSMUSG00000024665)	1	1		0	6	R-MMU-2046105	Linoleic acid (LA) metabolism
R-MMU-200474	NMNAT3 transfers an adenylyl group from ATP to NAMN to yield NAAD	1.00	0.00	0.17	Q99JR6 (ENSMUSG00000032456)	1	1		0	5	R-MMU-196807	Nicotinate metabolism
R-MMU-8867876	OSBPL5,8,10 exchange PS with PI4P from ER membrane to plasma membrane	1.00	0.00	0.43	S4R1M9 (ENSMUSG00000040875):Q9ER64 (ENSMUSG00000037606):B9EJ86 (ENSMUSG00000020189)	3	3		0	4	R-MMU-1482801	Acyl chain remodelling of PS
R-MMU-70899	histidine => urocanate + NH4+	1.00	0.00	0.25	P35492 (ENSMUSG00000020017)	1	1		0	3	R-MMU-70921	Histidine catabolism
R-MMU-8942208	ALOXE3 isomerises 12R-HpETE to HXA3	1.00	0.00	0.33	Q9WV07 (ENSMUSG00000020892)	1	1		0	2	R-MMU-2142712	Synthesis of 12-eicosatetraenoic acid derivatives
R-MMU-6786190	CMBL hydrolyses OM to OLMS	1.00	0.00	0.20	Q8R1G2 (ENSMUSG00000022235)	1	1		0	4	R-MMU-211945	Phase I - Functionalization of compounds
R-MMU-75872	acetyl-CoA + 7 malonyl-CoA + 14 NADHP + 14 H+ => palmitate + 7 CO2 + 14 NADP+ + 8 CoASH + 6 H2O	1.00	0.00	0.10	P19096 (ENSMUSG00000025153)	1	1		0	9	R-MMU-75105	Fatty acyl-CoA biosynthesis
R-MMU-174389	PAPSS1,2 transfer PO4(2-) group from ATP to APS to form PAPS	1.00	0.00	0.33	O88428 (ENSMUSG00000024899):Q60967 (ENSMUSG00000028032)	2	2		0	4	R-MMU-174362:R-MMU-174362	Transport and synthesis of PAPS:Transport and synthesis of PAPS
R-MMU-1614583	Cleavage of cystathionine into cysteine	1.00	0.00	0.14	Q8VCN5 (ENSMUSG00000028179)	1	1		0	6	R-MMU-1614603	Cysteine formation from homocysteine
R-MMU-2046095	Elongation of docosatetraenoyl-CoA to tetracosatetraenoyl-CoA	1.00	0.00	0.12	Q9JLJ4 (ENSMUSG00000021364)	1	1		0	7	R-MMU-2046105	Linoleic acid (LA) metabolism
R-MMU-5661240	DCXR tetramer reduces L-xylulose to xylitol	1.00	0.00	0.17	Q91X52 (ENSMUSG00000039450)	1	1		0	5	R-MMU-5661270	Catabolism of glucuronate to xylulose-5-phosphate
R-MMU-1614567	Excess homocysteine yields homolanthionine and H2S	1.00	0.00	0.17	Q8VCN5 (ENSMUSG00000028179)	1	1		0	5	R-MMU-1614558	Degradation of cysteine and homocysteine
R-MMU-193719	5beta-cholestan-3alpha,7alpha,24(S),27-tetrol is oxidized to 3alpha,7alpha,24(S)-trihydroxy-5beta-cholestan-27-al	1.00	0.00	0.12	Q9DBG1 (ENSMUSG00000026170)	1	1		0	7	R-MMU-193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol
R-MMU-211874	CYP2S1 4-hydroxylates atRA	1.00	0.00	0.12	Q9DBX6 (ENSMUSG00000040703)	1	1		0	7	R-MMU-211958	Miscellaneous substrates
R-MMU-549192	1,2-diacyl-glycerol + acyl-CoA => triacylglycerol + CoASH [DGAT2]	1.00	0.00	0.20	Q9DCV3 (ENSMUSG00000030747)	1	1		0	4	R-MMU-75109	Triglyceride biosynthesis
R-MMU-741449	SLC35B2,3 transport cytosolic PAPS to Golgi lumen	1.00	0.00	0.50	Q922Q5 (ENSMUSG00000021432):Q91ZN5 (ENSMUSG00000037089)	2	2		0	2	R-MMU-174362:R-MMU-174362	Transport and synthesis of PAPS:Transport and synthesis of PAPS
R-MMU-77327	Hexanoyl-CoA+FAD<=>trans-Hex-2-enoyl-CoA+FADH2	1.00	0.00	0.20	Q07417 (ENSMUSG00000029545)	1	1		0	4	R-MMU-77350	Beta oxidation of hexanoyl-CoA to butanoyl-CoA
R-MMU-5696074	AGK:Mg2+ phosphorylates MAG, DAG	1.00	0.00	0.12	Q9ESW4 (ENSMUSG00000029916)	1	1		0	7	R-MMU-1483206	Glycerophospholipid biosynthesis
R-MMU-191299	Squalene is oxidized to its epoxide	1.00	0.00	0.11	P52019 (ENSMUSG00000022351)	1	1		0	8	R-MMU-191273	Cholesterol biosynthesis
R-MMU-2046090	Elongation of docosapentaenoyl-CoA to tetracosapentaenoyl-CoA	1.00	0.00	0.11	Q9JLJ4 (ENSMUSG00000021364)	1	1		0	8	R-MMU-2046106	alpha-linolenic acid (ALA) metabolism
R-MMU-70486	ATP + 3-Phospho-D-glycerate <=> ADP + 1,3-bisphospho-D-glycerate	1.00	0.00	0.17	P09411 (ENSMUSG00000062070)	1	1		0	5	R-MMU-70263	Gluconeogenesis
R-MMU-450975	isocitrate <=> citrate	1.00	0.00	0.33	Q99KI0 (ENSMUSG00000022477)	1	1		0	2	R-MMU-71403	Citric acid cycle (TCA cycle)
R-MMU-390304	acetyl-CoA + H2O => acetate + CoASH	1.00	0.00	0.20	P58137 (ENSMUSG00000017307)	1	1		0	4	R-MMU-389887	Beta-oxidation of pristanoyl-CoA
R-MMU-8955030	NADK2 dimer phosphorylates NAD+ to NADP+	1.00	0.00	0.17	Q8C5H8 (ENSMUSG00000022253)	1	1		0	5	R-MMU-196807	Nicotinate metabolism
R-MMU-70494	Phosphoenolpyruvate + H2O <=> 2-Phospho-D-glycerate	1.00	0.00	0.33	P17183 (ENSMUSG00000004267):P17182 (ENSMUSG00000059040:ENSMUSG00000063524):P21550 (ENSMUSG00000060600)	3	3		0	6	R-MMU-70263	Gluconeogenesis
R-MMU-75900	1,2-diacyl-glycerol + acyl-CoA => triacylglycerol + CoASH [DGAT1]	1.00	0.00	0.20	Q9Z2A7 (ENSMUSG00000022555)	1	1		0	4	R-MMU-75109	Triglyceride biosynthesis
R-MMU-8851234	NTPDase4 hydrolyzes nucleoside triphosphates	1.00	0.00	0.08	Q9DBT4 (ENSMUSG00000022066:ENSMUSG00000095463)	1	1		0	11	R-MMU-8850843	Phosphate bond hydrolysis by NTPDase proteins
R-MMU-1247922	GGCT transforms gGluCys to OPRO	1.00	0.00	0.25	Q9D7X8 (ENSMUSG00000002797)	1	1		0	3	R-MMU-174403	Glutathione synthesis and recycling
R-MMU-548818	HSD17B3,12 hydrogenates 3OOD-CoA to 3HODC-CoA	1.00	0.00	0.17	O70503 (ENSMUSG00000027195)	1	1		0	5	R-MMU-75876	Synthesis of very long-chain fatty acyl-CoAs
R-MMU-71130	q-dihydrobiopterin + NADH + H+ => tetrahydrobiopterin + NAD+	1.00	0.00	0.17	Q8BVI4 (ENSMUSG00000015806)	1	1		0	5	R-MMU-71182	Phenylalanine and tyrosine catabolism
R-MMU-1855179	I(1,3,4,5,6)P5 is phosphorylated to IP6 by IPPK in the cytosol	1.00	0.00	0.20	Q6P1C1 (ENSMUSG00000021385)	1	1		0	4	R-MMU-1855167	Synthesis of pyrophosphates in the cytosol
R-MMU-196417	Reduction of desmosterol to cholesterol	1.00	0.00	0.17	Q8VCH6 (ENSMUSG00000034926)	1	1		0	5	R-MMU-6807047	Cholesterol biosynthesis via desmosterol
R-MMU-194632	Zymosterone (cholesta-8(9),24-dien-3-one) is reduced to zymosterol (cholesta-8(9),24-dien-3beta-ol)	1.00	0.00	0.17	O88736 (ENSMUSG00000026675)	1	1		0	5	R-MMU-191273	Cholesterol biosynthesis
R-MMU-1482961	CDP-Cho and DAG are converted to PC by CEPT1 at the ER membrane	1.00	0.00	0.14	Q8BGS7 (ENSMUSG00000040774)	1	1		0	6	R-MMU-1483191	Synthesis of PC
R-MMU-193816	Cholest-5-ene-3beta,7alpha,27-triol is oxidized and isomerized to 4-cholesten-7alpha,27-diol-3-one	1.00	0.00	0.17	Q9EQC1 (ENSMUSG00000042289)	1	1		0	5	R-MMU-193807	Synthesis of bile acids and bile salts via 27-hydroxycholesterol
R-MMU-77277	trans-Tetradec-2-enoyl-CoA+H2O<=>(S)-3-Hydroxytetradecanoyl-CoA	1.00	0.00	0.40	Q8BMS1 (ENSMUSG00000025745):Q99JY0 (ENSMUSG00000059447)	2	2		0	3	R-MMU-77285	Beta oxidation of myristoyl-CoA to lauroyl-CoA
R-MMU-6809810	PECR reduces 2E-phytenoyl-CoA to phytanoyl-CoA	1.00	0.00	0.20	Q99MZ7 (ENSMUSG00000026189)	1	1		0	4	R-MMU-389599	Alpha-oxidation of phytanate
R-MMU-6801328	MTHFD2, D2L oxidise 5,10-methylene-THF to 5,10-methenyl-THF	1.00	0.00	0.33	P18155 (ENSMUSG00000005667):D3YZG8 (ENSMUSG00000029376)	2	2		0	4	R-MMU-196757	Metabolism of folate and pterines
R-MMU-8858298	HRASLS transfer acyl group from PC to PE to form NAPE	1.00	0.00	0.20	Q8R3U1 (ENSMUSG00000060675)	1	1		0	4	R-MMU-1482839	Acyl chain remodelling of PE
R-MMU-1482598	1-acyl LPI is acylated to PI by MBOAT7	1.00	0.00	0.20	Q8CHK3 (ENSMUSG00000035596)	1	1		0	4	R-MMU-1482922	Acyl chain remodelling of PI
R-MMU-77342	(S)-Hydroxydecanoyl-CoA+NAD<=>3-Oxodecanoyl-CoA+NADH+H	1.00	0.00	0.17	Q61425 (ENSMUSG00000027984)	1	1		0	5	R-MMU-77346	Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA
R-MMU-2046083	Elongation of arachidonyl-CoA to docosatetraenoyl-CoA	1.00	0.00	0.22	Q9JLJ4 (ENSMUSG00000021364):Q8BHI7 (ENSMUSG00000032349)	2	2		0	7	R-MMU-2046105	Linoleic acid (LA) metabolism
R-MMU-351210	dc-Adenosyl methionine + Spermidine => Spermine + 5'-methylthioadenosine	1.00	0.00	0.20	P97355 (ENSMUSG00000071708)	1	1		0	4	R-MMU-351202	Metabolism of polyamines
R-MMU-8951850	TSPO:BZRAP1 transports CHOL from outer mitochondrial membrane to inner mitochondrial membrane	1.00	0.00	0.50	P50637 (ENSMUSG00000041736):Q7TNF8 (ENSMUSG00000034156)	2	2		0	2	R-MMU-196108	Pregnenolone biosynthesis
R-MMU-6810472	NUDT13 hydrolyses AP6A to AP4 and ADP	1.00	0.00	0.20	Q8JZU0 (ENSMUSG00000021809)	1	1		0	4	R-MMU-499943	Interconversion of nucleotide di- and triphosphates
R-MMU-2161775	LTA4 is converted to LXA4/B4 by ALOX12	1.00	0.00	0.20	P39655 (ENSMUSG00000000320)	1	1		0	4	R-MMU-2142700	Synthesis of Lipoxins (LX)
R-MMU-77329	3-Oxooctanoyl-CoA+CoA-SH<=>Hexanoyl-CoA	1.00	0.00	0.33	Q8BMS1 (ENSMUSG00000025745):Q99JY0 (ENSMUSG00000059447)	2	2		0	4	R-MMU-77348	Beta oxidation of octanoyl-CoA to hexanoyl-CoA
R-MMU-6784423	HOGA1 tetramer aldol-cleaves 4-OH-2-oxoglutarate (HOG) to glyoxylate and pyruvate	1.00	0.00	0.25	Q9DCU9 (ENSMUSG00000025176)	1	1		0	3	R-MMU-389661	Glyoxylate metabolism and glycine degradation
R-MMU-2161794	Arachidonic acid is converted to HXA3/B3 by ALOX12	1.00	0.00	0.17	P39655 (ENSMUSG00000000320)	1	1		0	5	R-MMU-2142696	Synthesis of Hepoxilins (HX) and Trioxilins (TrX)
R-MMU-1482759	MLCL is hydrolyzed to DLCL by PLA2G4A (IM)	1.00	0.00	0.17	P47713 (ENSMUSG00000056220)	1	1		0	5	R-MMU-1482798	Acyl chain remodeling of CL
R-MMU-73794	IMP + H2O + NAD+ => XMP + NADH + H+ [IMPDH1,2]	1.00	0.00	0.22	P24547 (ENSMUSG00000062867):P50096 (ENSMUSG00000003500)	2	2		0	7	R-MMU-73817	Purine ribonucleoside monophosphate biosynthesis
R-MMU-1482976	CDP-DAG is converted to PI by CDIPT	1.00	0.00	0.14	Q8VDP6 (ENSMUSG00000030682)	1	1		0	6	R-MMU-1483226	Synthesis of PI
R-MMU-191422	Mevalonate-5-phosphate is further phosphorylated.	1.00	0.00	0.20	Q9D1G2 (ENSMUSG00000027952)	1	1		0	4	R-MMU-191273	Cholesterol biosynthesis
R-MMU-194641	4,4-dimethylcholesta-8(9),24-dien-3beta-ol is oxidized to 4-methyl,4-carboxycholesta-8(9),24-dien-3beta-ol	1.00	0.00	0.12	Q9CRA4 (ENSMUSG00000031604)	1	1		0	7	R-MMU-191273	Cholesterol biosynthesis
R-MMU-1482546	2-acyl LPG is acylated to PG by CRLS1 (IM)	1.00	0.00	0.20	Q80ZM8 (ENSMUSG00000027357)	1	1		0	4	R-MMU-1482925	Acyl chain remodelling of PG
R-MMU-1855227	IP6 is phosphorylated to 5-PP-IP5 by IP6K1/3 in the cytosol	1.00	0.00	0.33	Q8BWD2 (ENSMUSG00000024210):Q6PD10 (ENSMUSG00000032594)	2	2		0	4	R-MMU-1855167	Synthesis of pyrophosphates in the cytosol
R-MMU-71146	4a-hydroxytetrahydrobiopterin => q-dihydrobiopterin + H2O	1.00	0.00	0.25	P61458 (ENSMUSG00000020098)	1	1		0	3	R-MMU-71182	Phenylalanine and tyrosine catabolism
R-MMU-176609	cholesterol + PAPS => cholesterol sulfate + PAP	1.00	0.00	0.20	O35400 (ENSMUSG00000003271)	1	1		0	4	R-MMU-156584	Cytosolic sulfonation of small molecules
R-MMU-390281	4,8-dimethylnonanoyl-CoA + carnitine => 4,8-dimethylnonanoylcarnitine + CoASH	1.00	0.00	0.20	Q9DC50 (ENSMUSG00000003623)	1	1		0	4	R-MMU-389887	Beta-oxidation of pristanoyl-CoA
R-MMU-1482973	CDP-Cho and DAG are converted to PC by CHPT1 at the Golgi membrane	1.00	0.00	0.14	Q8C025 (ENSMUSG00000060002)	1	1		0	6	R-MMU-1483191	Synthesis of PC
R-MMU-77263	lauroyl-CoA+FAD<=>2-trans-Dodecenoyl-CoA+FADH2	1.00	0.00	0.20	A0A0R4J083 (ENSMUSG00000026003)	1	1		0	4	R-MMU-77310	Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA
R-MMU-2161613	PGH2 is degraded to 12S-HHT and MDA by TBXAS1	1.00	0.00	0.25	P36423 (ENSMUSG00000029925)	1	1		0	3	R-MMU-2162123	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
R-MMU-2046096	Desaturation of Linoleoyl-CoA to gamma-linolenoyl-CoA	1.00	0.00	0.14	Q9Z0R9 (ENSMUSG00000024665)	1	1		0	6	R-MMU-2046105	Linoleic acid (LA) metabolism
R-MMU-192341	Thiolysis of 3alpha,7alpha,12alpha-trihydroxy-5beta-cholan-24-one-CoA yields choloyl-CoA (3alpha,7alpha,12alpha-trihydroxy-5beta-cholan-24-one-CoA) and propionyl CoA	1.00	0.00	0.20	P32020 (ENSMUSG00000028603)	1	1		0	4	R-MMU-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol
R-MMU-1482861	MLCL is acylated to CL by LCLAT1 (ER)	1.00	0.00	0.20	Q3UN02 (ENSMUSG00000054469)	1	1		0	4	R-MMU-1482798	Acyl chain remodeling of CL
R-MMU-1855185	I(1,4,5,6)P4 is phosphorylated to I(1,3,4,5,6)P5 by IPMK in the nucleus	1.00	0.00	0.20	Q7TT16 (ENSMUSG00000060733)	1	1		0	4	R-MMU-1855191	Synthesis of IPs in the nucleus
R-MMU-2066781	Formation of DHA-CoA catalysed by sterol carrier protein X (SCPx)	1.00	0.00	0.20	P32020 (ENSMUSG00000028603)	1	1		0	4	R-MMU-2046106	alpha-linolenic acid (ALA) metabolism
R-MMU-1855194	1-PP-IP5 is phosphorylated to 1,5-(PP)2-IP4 by IP6K1/3 in the cytosol	1.00	0.00	0.33	Q8BWD2 (ENSMUSG00000024210):Q6PD10 (ENSMUSG00000032594)	2	2		0	4	R-MMU-1855167	Synthesis of pyrophosphates in the cytosol
R-MMU-193713	3alpha,7alpha,12alpha,24(S)-tetrahydroxy-5beta-cholestan-27-al is oxidized to 3alpha,7alpha,12alpha,24(S)-tetrahydroxy-5beta-cholestanoate (TetraHCA)	1.00	0.00	0.12	Q9DBG1 (ENSMUSG00000026170)	1	1		0	7	R-MMU-193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol
R-MMU-73564	orotidine 5'-monophosphate => uridine 5'-monophosphate + CO2	1.00	0.00	0.25	P13439 (ENSMUSG00000022814)	1	1		0	3	R-MMU-500753	Pyrimidine biosynthesis
R-MMU-196060	Reduction of isocaproaldehyde to 4-methylpentan-1-ol	1.00	0.00	0.17	P45376 (ENSMUSG00000001642)	1	1		0	5	R-MMU-196108	Pregnenolone biosynthesis
R-MMU-200718	5,10-methenylTHF polyglutamate + NADPH + H+ <=> 5,10-methyleneTHF polyglutamate + NADP+	1.00	0.00	0.17	Q922D8 (ENSMUSG00000021048)	1	1		0	5	R-MMU-196757	Metabolism of folate and pterines
R-MMU-1606288	Sphingomyelin phosphodiesterase 4 (SMPD4) hydrolyses sphingomyelin to ceramide (ER membrane)	1.00	0.00	0.17	Q6ZPR5 (ENSMUSG00000005899)	1	1		0	5	R-MMU-1660662	Glycosphingolipid metabolism
R-MMU-8865637	MFSD2A transports LPC from extracellular region to plasma membrane	1.00	0.00	0.20	Q9DA75 (ENSMUSG00000028655)	1	1		0	4	R-MMU-1483191	Synthesis of PC
R-MMU-74180	HMG CoA => acetoacetic acid + acetyl CoA	1.00	0.00	0.25	P38060 (ENSMUSG00000028672)	1	1		0	3	R-MMU-77111	Synthesis of Ketone Bodies
R-MMU-964970	2xPDXK:2xZn2+ phosphorylates PXL	1.00	0.00	0.17	Q8K183 (ENSMUSG00000032788)	1	1		0	5	R-MMU-964975	Vitamins B6 activation to pyridoxal phosphate
R-MMU-77254	(S)-3-Hydroxydodecanoyl-CoA+NAD<=>3-Oxododecanoyl-CoA+NADH+H	1.00	0.00	0.17	Q61425 (ENSMUSG00000027984)	1	1		0	5	R-MMU-77310	Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA
R-MMU-2162227	Beta-glucuronidase (GUSB) hydrolyses glucuronate from HA tetrasaccharides	1.00	0.00	0.33	P12265 (ENSMUSG00000025534)	1	1		0	2	R-MMU-2160916	Hyaluronan uptake and degradation
R-MMU-6807826	LDHAL6B reduces PYR to LACT	1.00	0.00	0.17	Q8BVP2 (ENSMUSG00000101959)	1	1		0	5	R-MMU-70268	Pyruvate metabolism
R-MMU-1482775	MLCL is acylated to CL by HADH (IM)	1.00	0.00	0.33	Q8BMS1 (ENSMUSG00000025745):Q99JY0 (ENSMUSG00000059447)	2	2		0	4	R-MMU-1482798	Acyl chain remodeling of CL
R-MMU-192056	Isomerization of 25(R) THCA-CoA to 25(S) THCA-CoA	1.00	0.00	0.33	O09174 (ENSMUSG00000022244)	1	1		0	2	R-MMU-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol
